esac_publisher,cat,name,2017,2018,2019,2020,2021,2022,2023,2024,2025
Thieme (ZB MED),Germany,TDM Support,0,0,0,0,0,0,0,0,0
Thieme (ZB MED),Germany,ORCID,0,0,0,0.1111111111111111,0.6666666666666666,0.6875,0.35,0.3888888888888889,1
Thieme (ZB MED),Germany,Funder info,0,0,0.1,0.7777777777777778,0.5238095238095238,0.3125,0.45,0.3888888888888889,0.2857142857142857
Thieme (ZB MED),Germany,Open Abstracts,1,1,1,1,0.8571428571428571,1,0.9,0.9444444444444444,0.5714285714285714
Thieme (ZB MED),Germany,Open Citations,0,0,0.2,0.7777777777777778,1,1,0.95,1,0.8571428571428571
Thieme (ZB MED),Global,TDM Support,0,0,0,0,0,0,0,0,0
Thieme (ZB MED),Global,ORCID,0,0,0.15151515151515152,0.2682926829268293,0.559322033898305,0.5714285714285714,0.43037974683544306,0.5061728395061729,0.7105263157894737
Thieme (ZB MED),Global,Funder info,0.5,0,0.15151515151515152,0.6585365853658537,0.6271186440677966,0.5194805194805194,0.5063291139240507,0.5061728395061729,0.6052631578947368
Thieme (ZB MED),Global,Open Abstracts,0.9375,0.8571428571428571,0.9696969696969697,0.975609756097561,0.9152542372881356,0.9090909090909091,0.9113924050632911,0.9506172839506173,0.8947368421052632
Thieme (ZB MED),Global,Open Citations,0.6875,0,0.12121212121212122,0.7073170731707317,1,0.974025974025974,0.9367088607594937,1,0.9210526315789473
